v-sweep,i(vmeas)
0.875,-0.000000873324124
0.876,-0.000000871351125
0.877,-0.000000869330691
0.878,-0.000000867262276
0.879,-0.000000865144781
0.88,-0.000000862977249
0.881,-0.000000860758318
0.882,-0.000000858487319
0.883,-0.000000856163282
0.884,-0.000000853784913
0.885,-0.000000851351473
0.886,-0.000000848861688
0.887,-0.00000084631437
0.888,-0.000000843708804
0.889,-0.000000841043507
0.89,-0.000000838317597
0.891,-0.000000835530004
0.892,-0.00000083267971
0.893,-0.000000829765234
0.894,-0.000000826785666
0.895,-0.000000823740136
0.896,-0.000000820626827
0.897,-0.000000817445283
0.898,-0.000000814193964
0.899,-0.000000810871915
0.9,-0.000000807477704
0.901,-0.000000804010774
0.902,-0.000000800469092
0.903,-0.000000796852174
0.904,-0.00000079315871
0.905,-0.000000789387379
0.906,-0.000000785537075
0.907,-0.000000781606746
0.908,-0.00000077759516
0.909,-0.000000773501323
0.91,-0.000000769323837
0.911,-0.000000765061843
0.912,-0.000000760713974
0.913,-0.000000756279281
0.914,-0.000000751756714
0.915,-0.000000747144865
0.916,-0.000000742443138
0.917,-0.000000737649961
0.918,-0.000000732764798
0.919,-0.000000727786102
0.92,-0.00000072271316
0.921,-0.000000717545197
0.922,-0.000000712280848
0.923,-0.000000706919273
0.924,-0.000000701459767
0.925,-0.000000695901218
0.926,-0.000000690242917
0.927,-0.000000684483986
0.928,-0.000000678623291
0.929,-0.000000672660622
0.93,-0.000000666594968
0.931,-0.000000660425757
0.932,-0.000000654152204
0.933,-0.000000647773694
0.934,-0.000000641289562
0.935,-0.000000634699427
0.936,-0.000000628002974
0.937,-0.000000621199501
0.938,-0.000000614288563
0.939,-0.000000607270074
0.94,-0.000000600143501
0.941,-0.000000592908723
0.942,-0.000000585565498
0.943,-0.0000005781138
0.944,-0.000000570553466
0.945,-0.000000562884573
0.946,-0.000000555107064
0.947,-0.000000547221049
0.948,-0.00000053922699
0.949,-0.000000531124616
0.95,-0.000000522914705
0.951,-0.000000514597275
0.952,-0.000000506173061
0.953,-0.000000497642457
0.954,-0.000000489005949
0.955,-0.000000480264427
0.956,-0.000000471418211
0.957,-0.000000462468547
0.958,-0.000000453416069
0.959,-0.000000444261751
0.96,-0.000000435006591
0.961,-0.000000425651933
0.962,-0.000000416198398
0.963,-0.00000040664777
0.964,-0.000000397001184
0.965,-0.000000387260007
0.966,-0.000000377425707
0.967,-0.000000367499965
0.968,-0.000000357484357
0.969,-0.000000347380436
0.97,-0.00000033719008
0.971,-0.000000326915185
0.972,-0.000000316557713
0.973,-0.000000306119567
0.974,-0.00000029560273
0.975,-0.000000285009525
0.976,-0.000000274341957
0.977,-0.000000263602459
0.978,-0.000000252793411
0.979,-0.000000241917006
0.98,-0.000000230975902
0.981,-0.000000219972538
0.982,-0.00000020890945
0.983,-0.000000197789376
0.984,-0.000000186615061
0.985,-0.000000175389044
0.986,-0.000000164114201
0.987,-0.000000152793426
0.988,-0.000000141429664
0.989,-0.000000130025803
0.99,-0.000000118584573
0.991,-0.000000107109244
0.992,-0.0000000956028856
0.993,-0.0000000840684482
0.994,-0.0000000725089109
0.995,-0.0000000609277979
0.996,-0.0000000493278591
0.997,-0.0000000377123008
0.998,-0.0000000260844395
0.999,-0.0000000144474051
1,-2.80449264E-09
1.001,8.84114115E-09
1.002,0.0000000204864996
1.003,0.0000000321280851
1.004,0.0000000437628351
1.005,0.0000000553878063
1.006,0.000000066999247
1.007,0.0000000785943737
1.008,0.0000000901701043
1.009,0.000000101722973
1.01,0.000000113250129
1.011,0.000000124748574
1.012,0.000000136214959
1.013,0.000000147646398
1.014,0.000000159039995
1.015,0.000000170392752
1.016,0.000000181701663
1.017,0.000000192964013
1.018,0.000000204176935
1.019,0.000000215337707
1.02,0.000000226443516
1.021,0.000000237491733
1.022,0.000000248479854
1.023,0.000000259405379
1.024,0.000000270265547
1.025,0.000000281057885
1.026,0.000000291780468
1.027,0.000000302430818
1.028,0.000000313006485
1.029,0.000000323505585
1.03,0.000000333925847
1.031,0.000000344265294
1.032,0.00000035452199
1.033,0.000000364694012
1.034,0.000000374779724
1.035,0.000000384777152
1.036,0.000000394684808
1.037,0.000000404501042
1.038,0.00000041422429
1.039,0.000000423853139
1.04,0.000000433386454
1.041,0.000000442822568
1.042,0.000000452160435
1.043,0.00000046139926
1.044,0.000000470537598
1.045,0.000000479574581
1.046,0.000000488509384
1.047,0.000000497340929
1.048,0.000000506068632
1.049,0.000000514691862
1.05,0.000000523210016
1.051,0.000000531622419
1.052,0.000000539928779
1.053,0.000000548128336
1.054,0.000000556221135
1.055,0.000000564206685
1.056,0.000000572085028
1.057,0.000000579855634
1.058,0.0000005875187
1.059,0.000000595074368
1.06,0.000000602522226
1.061,0.000000609862635
1.062,0.000000617095708
1.063,0.000000624221792
1.064,0.000000631241029
1.065,0.000000638153786
1.066,0.000000644960057
1.067,0.000000651661059
1.068,0.000000658256393
1.069,0.000000664747088
1.07,0.000000671133536
1.071,0.000000677416345
1.072,0.000000683596227
1.073,0.000000689673925
1.074,0.000000695649906
1.075,0.000000701524975
1.076,0.000000707299812
1.077,0.000000712975709
1.078,0.000000718552945
1.079,0.000000724032695
1.08,0.000000729415859
1.081,0.00000073470332
1.082,0.000000739895773
1.083,0.000000744994569
1.084,0.000000750000376
1.085,0.000000754914492
1.086,0.000000759738008
1.087,0.000000764471524
1.088,0.000000769116397
1.089,0.00000077367376
1.09,0.000000778144436
1.091,0.000000782530044
1.092,0.000000786831006
1.093,0.000000791049006
1.094,0.000000795184778
1.095,0.000000799239761
1.096,0.000000803214942
1.097,0.000000807111512
1.098,0.00000081093045
1.099,0.000000814673252
1.1,0.000000818340782
1.101,0.000000821934306
1.102,0.000000825454972
1.103,0.00000082890384
1.104,0.000000832282117
1.105,0.000000835591056
1.106,0.000000838831857
1.107,0.00000084200525
1.108,0.000000845112723
1.109,0.000000848155464
1.11,0.000000851134237
1.111,0.000000854050484
1.112,0.000000856905176
1.113,0.000000859699455
1.114,0.00000086243435
1.115,0.000000865111181
1.116,0.000000867730542
1.117,0.000000870293908
1.118,0.000000872802216
1.119,0.000000875256529
1.12,0.000000877657945
1.121,0.000000880007514
1.122,0.000000882305981
1.123,0.000000884554378
1.124,0.00000088675387
1.125,0.000000888905529
1.126,0.000000891010066
1.127,0.000000893068556
1.128,0.00000089508184
1.129,0.000000897051207
1.13,0.000000898977039
1.131,0.000000900860565
1.132,0.00000090270257
1.133,0.000000904504068
1.134,0.000000906265713
1.135,0.000000907988303
1.136,0.000000909673073
1.137,0.000000911320374
1.138,0.000000912931457
1.139,0.000000914506588
1.14,0.000000916047224
1.141,0.000000917553439
1.142,0.000000919026505
1.143,0.000000920466798
1.144,0.000000921875348
1.145,0.000000923252628
1.146,0.000000924599295
1.147,0.000000925916464
1.148,0.000000927204507
1.149,0.000000928464065
1.15,0.000000929695876
1.151,0.000000930900717
1.152,0.000000932078763
1.153,0.00000093323106
1.154,0.000000934358258
1.155,0.000000935460385
1.156,0.000000936538719
1.157,0.000000937593317
1.158,0.00000093862484
1.159,0.000000939634241
1.16,0.000000940621725
1.161,0.00000094158753
1.162,0.000000942532552
1.163,0.000000943457211
1.164,0.000000944362121
1.165,0.000000945247546
1.166,0.000000946114037
1.167,0.000000946962011
1.168,0.000000947792199
1.169,0.000000948604551
1.17,0.000000949399878
1.171,0.000000950178547
1.172,0.000000950940793
1.173,0.000000951687008
1.174,0.000000952418018
1.175,0.000000953133721
1.176,0.000000953834734
1.177,0.000000954521356
1.178,0.000000955193933
1.179,0.000000955852659
1.18,0.000000956498392
1.181,0.000000957130942
1.182,0.000000957750744
1.183,0.000000958358466
1.184,0.000000958954004
1.185,0.000000959537649
1.186,0.000000960110134
1.187,0.000000960671287
1.188,0.000000961221806
1.189,0.000000961761453
1.19,0.000000962291042
1.191,0.000000962810391
1.192,0.000000963320002
1.193,0.000000963820154
1.194,0.000000964310999
1.195,0.000000964792573
1.196,0.000000965265727
1.197,0.000000965730111
1.198,0.000000966186082
1.199,0.000000966633733
1.2,0.000000967073861
1.201,0.000000967505926
1.202,0.000000967930491
1.203,0.000000968347868
1.204,0.000000968758185
1.205,0.000000969161176
1.206,0.000000969557618
1.207,0.000000969947484
1.208,0.000000970330779
1.209,0.000000970707939
1.21,0.0000009710791
1.211,0.00000097144407
1.212,0.000000971803557
1.213,0.000000972157276
1.214,0.000000972505347
1.215,0.000000972848344
1.216,0.000000973185863
1.217,0.00000097351854
1.218,0.000000973846419
1.219,0.00000097416919
1.22,0.00000097448754
1.221,0.000000974801434
1.222,0.000000975110581
1.223,0.00000097541572
1.224,0.000000975716578
1.225,0.000000976013338
1.226,0.00000097630603
1.227,0.000000976595112
1.228,0.000000976880116
1.229,0.000000977161667
1.23,0.000000977439665
1.231,0.000000977714176
1.232,0.000000977985216
1.233,0.000000978253052
1.234,0.000000978517647
1.235,0.000000978779145
1.236,0.00000097903766
1.237,0.000000979293207
1.238,0.000000979545899
1.239,0.000000979795844
1.24,0.000000980043037
1.241,0.000000980287524
1.242,0.000000980529379
1.243,0.000000980768899
1.244,0.000000981005781
1.245,0.000000981240458
1.246,0.000000981472905
1.247,0.000000981702877
1.248,0.000000981930855
1.249,0.000000982156559
1.25,0.000000982380373
1.251,0.000000982601954
1.252,0.000000982821751
1.253,0.000000983039646
1.254,0.000000983255571
1.255,0.00000098346981
1.256,0.000000983682234
1.257,0.000000983892754
1.258,0.000000984101879
1.259,0.000000984309324
1.26,0.000000984515161
1.261,0.000000984719534
1.262,0.000000984922295
1.263,0.000000985123693
1.264,0.00000098532362
1.265,0.000000985522055
1.266,0.000000985719463
1.267,0.000000985915349
1.268,0.00000098611013
1.269,0.000000986303485
1.27,0.000000986495669
1.271,0.000000986686779
1.272,0.000000986876589
1.273,0.000000987065532
1.274,0.000000987253342
1.275,0.000000987440059
1.276,0.000000987625565
1.277,0.000000987810353
1.278,0.000000987994198
1.279,0.000000988176772
1.28,0.000000988358725
1.281,0.000000988539586
1.282,0.000000988719819
1.283,0.000000988898897
1.284,0.000000989077437
1.285,0.000000989255154
1.286,0.000000989431932
1.287,0.00000098960804
1.288,0.000000989783398
1.289,0.000000989957949
1.29,0.000000990131831
1.291,0.000000990305274
1.292,0.000000990477883
1.293,0.000000990649657
1.294,0.000000990820981
1.295,0.000000990991865
1.296,0.00000099116196
1.297,0.000000991331426
1.298,0.000000991500585
1.299,0.000000991668827
1.3,0.000000991836847
1.301,0.000000992004155
1.302,0.00000099217101
1.303,0.00000099233729
1.304,0.000000992503201
1.305,0.000000992668681
1.306,0.000000992833764
1.307,0.000000992998032
1.308,0.00000099316221
1.309,0.000000993325799
1.31,0.000000993489312
1.311,0.000000993651895
1.312,0.000000993814298
1.313,0.000000993976473
1.314,0.000000994138134
1.315,0.000000994299425
1.316,0.000000994460395
1.317,0.000000994621104
1.318,0.000000994781525
1.319,0.000000994941438
1.32,0.0000009951011
1.321,0.000000995260402
1.322,0.000000995419434
1.323,0.00000099557823
1.324,0.000000995736595
1.325,0.000000995895029
1.326,0.000000996052778
1.327,0.000000996210479
1.328,0.000000996367742
1.329,0.000000996525035
1.33,0.000000996681946
1.331,0.000000996838651
1.332,0.000000996995045
1.333,0.000000997151169
1.334,0.000000997307094
1.335,0.000000997462923
1.336,0.000000997618404
1.337,0.000000997773682
1.338,0.000000997928893
1.339,0.00000099808377
1.34,0.000000998238491
1.341,0.000000998393077
1.342,0.000000998547435
1.343,0.000000998701459
1.344,0.000000998855473
1.345,0.000000999009249
1.346,0.000000999163133
1.347,0.000000999316555
1.348,0.000000999469762
1.349,0.000000999623024
1.35,0.000000999775974
1.351,0.000000999929073
1.352,0.00000100008158
1.353,0.00000100023436
1.354,0.00000100038671
1.355,0.00000100053899
1.356,0.0000010006912
1.357,0.00000100084331
1.358,0.00000100099527
1.359,0.00000100114696
1.36,0.00000100129873
1.361,0.00000100145022
1.362,0.00000100160174
1.363,0.00000100175296
1.364,0.00000100190414
1.365,0.00000100205544
1.366,0.00000100220633
1.367,0.00000100235725
1.368,0.00000100250809
1.369,0.00000100265872
1.37,0.00000100280944
1.371,0.00000100295991
1.372,0.00000100311033
1.373,0.00000100326051
1.374,0.00000100341074
1.375,0.00000100356106
1.376,0.00000100371103
1.377,0.00000100386093
1.378,0.00000100401087
1.379,0.00000100416058
1.38,0.00000100431046
1.381,0.00000100446
1.382,0.00000100460947
1.383,0.00000100475904
1.384,0.00000100490837
1.385,0.00000100505765
1.386,0.00000100520684
1.387,0.00000100535623
1.388,0.0000010055053
1.389,0.00000100565437
1.39,0.00000100580339
1.391,0.00000100595231
1.392,0.00000100610104
1.393,0.00000100624991
1.394,0.00000100639854
1.395,0.00000100654732
1.396,0.00000100669588
1.397,0.0000010068445
1.398,0.00000100699286
1.399,0.00000100714119
1.4,0.00000100728953
1.401,0.00000100743804
1.402,0.00000100758636
1.403,0.00000100773458
1.404,0.0000010078825
1.405,0.00000100803075
1.406,0.00000100817875
1.407,0.00000100832681
1.408,0.00000100847472
1.409,0.00000100862268
1.41,0.00000100877036
1.411,0.00000100891825
1.412,0.000001009066
1.413,0.00000100921376
1.414,0.00000100936144
1.415,0.00000100950892
1.416,0.00000100965668
1.417,0.00000100980406
1.418,0.00000100995164
1.419,0.00000101009896
1.42,0.00000101024658
1.421,0.00000101039387
1.422,0.00000101054098
1.423,0.00000101068843
1.424,0.00000101083567
1.425,0.00000101098279
1.426,0.00000101112998
1.427,0.00000101127702
1.428,0.00000101142418
1.429,0.00000101157121
1.43,0.00000101171809
1.431,0.00000101186513
1.432,0.00000101201204
1.433,0.0000010121589
1.434,0.00000101230593
1.435,0.00000101245266
1.436,0.00000101259926
1.437,0.00000101274617
1.438,0.00000101289286
1.439,0.00000101303952
1.44,0.00000101318611
1.441,0.00000101333285
1.442,0.00000101347943
1.443,0.00000101362587
1.444,0.00000101377238
1.445,0.00000101391894
1.446,0.00000101406548
1.447,0.00000101421187
1.448,0.00000101435818
1.449,0.00000101450454
1.45,0.00000101465084
1.451,0.00000101479715
1.452,0.00000101494341
1.453,0.00000101508968
1.454,0.00000101523588
1.455,0.00000101538201
1.456,0.00000101552831
1.457,0.00000101567439
1.458,0.00000101582045
1.459,0.00000101596644
1.46,0.00000101611247
1.461,0.00000101625852
1.462,0.00000101640437
1.463,0.00000101655063
1.464,0.00000101669643
1.465,0.00000101684229
1.466,0.00000101698813
1.467,0.00000101713389
1.468,0.00000101727978
1.469,0.00000101742554
1.47,0.00000101757131
1.471,0.00000101771701
1.472,0.0000010178629
1.473,0.00000101800856
1.474,0.00000101815413
1.475,0.00000101829978
1.476,0.00000101844544
1.477,0.00000101859091
1.478,0.0000010187365
1.479,0.00000101888207
1.48,0.00000101902752
1.481,0.00000101917301
1.482,0.0000010193184
1.483,0.00000101946386
1.484,0.00000101960944
1.485,0.00000101975488
1.486,0.0000010199003
1.487,0.00000102004551
1.488,0.00000102019076
1.489,0.00000102033613
1.49,0.00000102048145
1.491,0.00000102062661
1.492,0.00000102077192
1.493,0.00000102091696
1.494,0.00000102106216
1.495,0.00000102120734
1.496,0.00000102135256
1.497,0.00000102149758
1.498,0.00000102164271
1.499,0.0000010217878
1.5,0.00000102193282
1.501,0.00000102207787
1.502,0.00000102222308
1.503,0.00000102236805
1.504,0.00000102251296
1.505,0.00000102265787
1.506,0.00000102280283
1.507,0.00000102294777
1.508,0.00000102309265
1.509,0.00000102323757
1.51,0.00000102338227
1.511,0.00000102352705
1.512,0.00000102367189
1.513,0.0000010238167
1.514,0.00000102396146
1.515,0.00000102410619
1.516,0.0000010242509
1.517,0.00000102439561
1.518,0.00000102454018
1.519,0.00000102468498
1.52,0.00000102482949
1.521,0.00000102497413
1.522,0.00000102511867
1.523,0.00000102526332
1.524,0.00000102540798
1.525,0.00000102555247
1.526,0.00000102569698
1.527,0.00000102584138
1.528,0.000001025986
1.529,0.00000102613039
1.53,0.00000102627486
1.531,0.00000102641933
1.532,0.00000102656366
1.533,0.00000102670814
1.534,0.00000102685249
1.535,0.00000102699684
1.536,0.00000102714118
1.537,0.00000102728556
1.538,0.00000102742967
1.539,0.00000102757414
1.54,0.00000102771829
1.541,0.0000010278626
1.542,0.00000102800683
1.543,0.000001028151
1.544,0.00000102829525
1.545,0.00000102843962
1.546,0.00000102858387
1.547,0.00000102872782
1.548,0.00000102887205
1.549,0.0000010290161
1.55,0.00000102916022
1.551,0.00000102930437
1.552,0.00000102944828
1.553,0.00000102959239
1.554,0.00000102973643
1.555,0.0000010298804
1.556,0.00000103002439
1.557,0.00000103016839
1.558,0.00000103031239
1.559,0.00000103045635
1.56,0.00000103060016
1.561,0.0000010307441
1.562,0.00000103088803
1.563,0.00000103103192
1.564,0.00000103117577
1.565,0.00000103131969
1.566,0.00000103146337
1.567,0.00000103160724
1.568,0.00000103175107
1.569,0.00000103189483
1.57,0.00000103203852
1.571,0.00000103218235
1.572,0.00000103232603
1.573,0.00000103246984
1.574,0.00000103261344
1.575,0.00000103275716
1.576,0.00000103290079
1.577,0.00000103304454
1.578,0.00000103318814
1.579,0.00000103333167
1.58,0.00000103347522
1.581,0.000001033619
1.582,0.00000103376249
1.583,0.00000103390603
1.584,0.00000103404966
1.585,0.00000103419312
1.586,0.00000103433667
1.587,0.00000103448017
1.588,0.00000103462369
1.589,0.00000103476722
1.59,0.00000103491062
1.591,0.0000010350541
1.592,0.00000103519742
1.593,0.00000103534096
1.594,0.00000103548424
1.595,0.00000103562765
1.596,0.00000103577103
1.597,0.00000103591446
1.598,0.00000103605784
1.599,0.0000010362011
1.6,0.00000103634447
1.601,0.00000103648769
1.602,0.00000103663104
1.603,0.0000010367743
1.604,0.00000103691756
1.605,0.00000103706087
1.606,0.00000103720414
1.607,0.00000103734727
1.608,0.00000103749052
1.609,0.00000103763377
1.61,0.00000103777697
1.611,0.00000103791998
1.612,0.00000103806324
1.613,0.00000103820639
1.614,0.00000103834956
1.615,0.00000103849261
1.616,0.00000103863568
1.617,0.00000103877879
1.618,0.00000103892191
1.619,0.00000103906497
1.62,0.00000103920796
1.621,0.00000103935105
1.622,0.00000103949407
1.623,0.00000103963715
1.624,0.00000103978004
1.625,0.00000103992303
1.626,0.00000104006601
1.627,0.00000104020906
1.628,0.00000104035199
1.629,0.0000010404948
1.63,0.00000104063777
1.631,0.0000010407807
1.632,0.0000010409236
1.633,0.00000104106651
1.634,0.0000010412094
1.635,0.00000104135228
1.636,0.00000104149509
1.637,0.00000104163789
1.638,0.00000104178076
1.639,0.00000104192354
1.64,0.00000104206638
1.641,0.00000104220923
1.642,0.00000104235199
1.643,0.00000104249464
1.644,0.00000104263743
1.645,0.00000104278016
1.646,0.00000104292294
1.647,0.00000104306569
1.648,0.00000104320833
1.649,0.00000104335111
1.65,0.00000104349373
1.651,0.00000104363644
1.652,0.00000104377912
1.653,0.00000104392177
1.654,0.00000104406435
1.655,0.00000104420704
1.656,0.00000104434952
1.657,0.00000104449222
1.658,0.0000010446348
1.659,0.00000104477743
1.66,0.00000104492
1.661,0.00000104506262
1.662,0.00000104520512
1.663,0.00000104534768
1.664,0.00000104549017
1.665,0.00000104563278
1.666,0.00000104577524
1.667,0.00000104591772
1.668,0.00000104606026
1.669,0.00000104620274
1.67,0.00000104634522
1.671,0.00000104648764
1.672,0.00000104663013
1.673,0.00000104677246
1.674,0.0000010469149
1.675,0.00000104705731
1.676,0.0000010471997
1.677,0.00000104734211
1.678,0.00000104748452
1.679,0.00000104762689
1.68,0.00000104776923
1.681,0.00000104791157
1.682,0.00000104805393
1.683,0.00000104819637
1.684,0.00000104833864
1.685,0.00000104848097
1.686,0.00000104862318
1.687,0.00000104876555
1.688,0.00000104890787
1.689,0.00000104905015
1.69,0.00000104919244
1.691,0.00000104933467
1.692,0.00000104947689
1.693,0.00000104961915
1.694,0.0000010497614
1.695,0.00000104990362
1.696,0.0000010500458
1.697,0.00000105018796
1.698,0.00000105033017
1.699,0.00000105047239
1.7,0.00000105061461
1.701,0.00000105075667
1.702,0.00000105089889
1.703,0.00000105104104
1.704,0.00000105118307
1.705,0.00000105132519
1.706,0.00000105146738
1.707,0.00000105160949
1.708,0.00000105175159
1.709,0.00000105189366
1.71,0.0000010520357
1.711,0.00000105217789
1.712,0.00000105231989
1.713,0.00000105246197
1.714,0.00000105260392
1.715,0.00000105274593
1.716,0.00000105288799
1.717,0.00000105303006
1.718,0.00000105317205
1.719,0.00000105331405
1.72,0.00000105345601
1.721,0.00000105359799
1.722,0.00000105373995
1.723,0.00000105388197
1.724,0.00000105402395
1.725,0.00000105416585
1.726,0.00000105430781
1.727,0.00000105444976
1.728,0.00000105459169
1.729,0.00000105473363
1.73,0.00000105487555
1.731,0.00000105501744
1.732,0.00000105515931
1.733,0.00000105530126
1.734,0.00000105544302
1.735,0.00000105558495
1.736,0.00000105572679
1.737,0.00000105586863
1.738,0.00000105601051
1.739,0.00000105615237
1.74,0.00000105629418
1.741,0.00000105643602
1.742,0.00000105657775
1.743,0.00000105671966
1.744,0.0000010568614
1.745,0.00000105700319
1.746,0.00000105714501
1.747,0.00000105728674
1.748,0.00000105742857
1.749,0.00000105757031
1.75,0.00000105771202
1.751,0.00000105785381
1.752,0.00000105799556
1.753,0.00000105813728
1.754,0.00000105827904
1.755,0.00000105842069
1.756,0.00000105856247
1.757,0.00000105870411
1.758,0.00000105884576
1.759,0.00000105898754
1.76,0.00000105912916
1.761,0.00000105927095
1.762,0.00000105941258
1.763,0.00000105955414
1.764,0.00000105969585
1.765,0.00000105983752
1.766,0.00000105997922
1.767,0.00000106012077
1.768,0.00000106026234
1.769,0.00000106040404
1.77,0.0000010605456
1.771,0.00000106068724
1.772,0.00000106082885
1.773,0.00000106097048
1.774,0.00000106111198
1.775,0.00000106125364
1.776,0.00000106139515
1.777,0.00000106153671
1.778,0.00000106167828
1.779,0.00000106181992
1.78,0.0000010619614
1.781,0.00000106210296
1.782,0.00000106224451
1.783,0.00000106238601
1.784,0.00000106252757
1.785,0.00000106266906
1.786,0.00000106281057
1.787,0.00000106295208
1.788,0.00000106309354
1.789,0.00000106323508
1.79,0.00000106337659
1.791,0.000001063518
1.792,0.00000106365954
1.793,0.000001063801
1.794,0.00000106394244
1.795,0.00000106408392
1.796,0.00000106422529
1.797,0.00000106436676
1.798,0.00000106450822
1.799,0.00000106464961
1.8,0.00000106479108
